id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
4097,"Good morning ☕ 
The hurricane dropped by for coffee, leaving rain &amp; high winds for the next 24 hours. I have to go back to the clinic to confirm a TB test &amp; do some grocery shopping. It's not even 9am &amp; I'm already looking to find some nap time. Have a fun Friday &amp; get paid!",https://x.com/Funntastic/status/1839647609926893981,tweet,ℭ𝔥𝔯𝔦𝔰,@Funntastic,Circle City ,,,1,0,0,5,165,0,2024-09-27 05:45:43,,,TwiBot-undefined-20241103_065611.csv,2024-11-04 06:06:24.793795
4098,"Have you visited a TB clinic recently? Look out for a poster on ""Know Your Rights"" to learn more about rights that people with TB have. Thank you, TB Champion, @gladwin_sisian  

#TBRights @StopTB @MalarJames @KELINKenya @MalecheAllan @PesaOkania @TBChampions_ke @TheNyahor",https://x.com/wanameme/status/1839576386576548185,tweet,Wanameme,@wanameme,"Nairobi, Kenya","@gladwin_sisian,@StopTB,@MalarJames,@KELINKenya,@MalecheAllan,@PesaOkania,@TBChampions_ke,@TheNyahor",#TBRights,0,1,15,18,504,1,2024-09-27 01:02:42,,,TwiBot-undefined-20241103_065611.csv,2024-11-04 06:06:24.793795
4099,Aaah the culture shock I’ve experienced today. Lazima nipatiwe prescription ya BCG vaccine via the travel clinic juu they’ve eradicated TB so they don’t do it on the regular schedule.,https://x.com/DreamgirlLynn/status/1839340978572005480,tweet,Lynn,@DreamgirlLynn,,,,0,0,0,0,77,0,2024-09-26 09:27:17,,,TwiBot-undefined-20241103_065611.csv,2024-11-04 06:06:24.793795
4100,@CoachHackGO Clinic,https://x.com/TB____8/status/1839017513608245572,tweet,Isaiah,@TB____8,,@CoachHackGO,,0,0,0,1,7,0,2024-09-25 12:01:57,,,TwiBot-undefined-20241103_065611.csv,2024-11-04 06:06:24.793795
4101,Same 🙏🥺 @gulfkanawut @tb_entofficial @bester_mc please give us a live stream 🥹,https://x.com/DramaFeverDFW/status/1853060974686724335,tweet,diamondarttherapy ⁸ ☀️🌻🤍⚽️🐼,@DramaFeverDFW,WaanjaiMewGulf,"@gulfkanawut,@tb_entofficial,@bester_mc",,0,0,2,2,101,0,2024-11-03 05:05:39,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4102,"@GBNEWS @EssexPR Not to mention Aids rates have shot up and all the other communicable diseases that are flooding in with them !
Many of which we as a *once* civilised country haad eradicated from our shores such as scarlet fever !
Now we have a serious TB issue !
Evrything about this is wrong !",https://x.com/TronBloke/status/1852909875363291300,tweet,TronBloke,@TronBloke,"England, United Kingdom","@GBNEWS,@EssexPR",,0,0,0,0,45,0,2024-11-02 20:05:14,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4103,@sraw0905 @bluestein People like sports irregardless of political affiliation or education. It’s a game invented by college kids in the 1870s who were still dying of TB and Scarlett fever with indoor plumbing relatively new. It’s probably 50/50 on political party identity,https://x.com/KamrynBree/status/1852803709765300494,tweet,Kerchow,@KamrynBree,,"@sraw0905,@bluestein",,0,0,0,4,50,0,2024-11-02 13:03:22,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4104,"Common symptoms: Persistent cough, night sweats, fever, and weight loss. Patients with active TB are isolated to prevent transmission.",https://x.com/JavariixTech/status/1852604267711885437,tweet,JAVARITECH,@JavariixTech,"Abakaliki, Nigeria",,,0,0,0,0,8,0,2024-11-01 23:50:51,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4105,"Eu tive um ep de baby fever na mh vida depois q perdi o bb 
Fiquei uns meses obcecada por ter um filho, acredito q tenha rolado tb por eu ter perdido um 
Mas passou acho q em abril ou maio passou. 
Eu não pensei nisso mais e segui mh vida 
Porém de ontem pra hoje eu voltei",https://x.com/leehsilva13/status/1852584404909986298,tweet,sereia com temperamento forte,@leehsilva13,Brasil,,,1,0,0,0,63,0,2024-11-01 22:31:56,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4106,"@CalltoCitizenry @AlsobrooksForMD Pt. 9 So,  Tell me, have you seen anyone heal themselves from Hemorrhagic E-bola, Marburg, Zika,  TB, Yellow Fever or any of the dozens of Mosquito transmitted parasites/viruses?  Borrelia burgdorferi, the Lyme disease-causing bacterium transmitted by tick bites? No Human Vaccine",https://x.com/Ironheart1956/status/1852500341729751340,tweet,Ironheart,@Ironheart1956,,"@CalltoCitizenry,@AlsobrooksForMD",,0,0,0,0,13,0,2024-11-01 16:57:53,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4107,@haeminiki tb to querendo demais..,https://x.com/izurukmukura/status/1852461327807381847,tweet,fever,@izurukmukura,,@haeminiki,,1,0,0,0,13,0,2024-11-01 14:22:52,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4108,"2/Lasting work includes sophisticated early (1914-16) observational epidemiological studies on typhoid fever, scarlet fever, &amp; costs of TB (1921), &amp; his development of a height-weight table for insurance purposes (later morphed into the Body Mass Index) https://t.co/Ak4FfPLExi",https://x.com/HOS_ASA/status/1852313823224492246,tweet,ASA History of Statistics Special Interest Group,@HOS_ASA,,,,1,0,0,1,20,0,2024-11-01 04:36:44,https://pbs.twimg.com/media/GbS9CPZW8AA8pIX.png,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4109,"#Tuberculosis  is a bacterial infection that mainly affects the lungs and also affect any part of the body such as the kidney,spine,brain,If not treated TB disease can be fatal.
#Symptoms of TB include 🔸cough (sometimes blood-tinged)
🔸weight loss
🔸night sweats
🔸fever,chest pain
🔸fatigue.
🔸Based on the organ infected, a lot of patients infected with TB might not show any symptoms.",https://x.com/Lachu_Twitz/status/1852267495693922332,tweet,Lakshmi✨,@Lachu_Twitz,💕VJ💕,,"#Tuberculosis,#Symptoms",186,1,1,106,904,0,2024-11-01 01:32:39,"https://pbs.twimg.com/media/GbSTeGJakAE9xWD.jpg,https://pbs.twimg.com/media/GbSTeI5akAAQ1jK.jpg",,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4110,"Based on the symptoms—low-grade fever, chronic cough, significant weight loss, and a family history of tuberculosis (TB) exposure—tuberculosis is a strong consideration for this case. The chest X-ray appears to show some changes that could be consistent with pulmonary tuberculosis.",https://x.com/homeo22579/status/1852146351087223002,tweet,Homeo,@homeo22579,,@MRCEMPREP,,0,0,0,0,57,0,2024-10-31 17:31:15,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4111,@RepThomasMassie TB and typhoid fever incoming 👻,https://x.com/stormtroopers99/status/1852059459893538963,tweet,EwokNews,@stormtroopers99,,@RepThomasMassie,,0,0,0,0,3,0,2024-10-31 11:45:59,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4112,"graças a deus eu tava nesse aqui

ouvir medicine, avalanche e doomed na mesma setlist simplesmente ME CUROU

fora o show do fever que foi do caralho tb",https://x.com/camilagbrts/status/1852033417501725107,tweet,camicore,@camilagbrts,Curitiba - Brasil,,,0,0,0,6,319,0,2024-10-31 10:02:30,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4113,@br00talismo a pedrada que foi o show do fever tb pqp,https://x.com/rvchvrd/status/1852032299153408329,tweet,sinalizador na bund e riso na cara,@rvchvrd,addam reshii a-zaanta,@br00talismo,,0,0,0,0,41,0,2024-10-31 09:58:03,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4114,"Yes! #Tuberculosis is curable! Get tested and treated. Ensure you complete your treatment.

✅ Do you have cough, fever and weight loss?
✅ Are you a close contact of a #TB patient?
✅ Do you belong to a high risk group?

#endTB https://t.co/F17wiyOQzZ",https://x.com/WHOSEARO/status/1851996808005800441,tweet,World Health Organization South-East Asia,@WHOSEARO,"New Delhi, India",,"#Tuberculosis,#TB,#endTB",0,0,3,11,477,0,2024-10-31 07:37:02,https://pbs.twimg.com/media/GbOdR8AWAAAt9xU.jpg,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4115,@SCOANTBJoshua Angel of prophet TB Joshua please visit me . Fever in my body is disturbing me I need wholeness in Jesus name . Thanks,https://x.com/ngwangoue/status/1851971510551916648,tweet,Emmanuel N.,@ngwangoue,,@SCOANTBJoshua,,0,0,0,0,6,0,2024-10-31 05:56:30,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4116,"Coughing like a TB patient, body and head hot with malaria fever and I'm still going to clock into work this night. 💀",https://x.com/Krzysztof_Rx/status/1851911643497668873,tweet,Phallocentric 💀,@Krzysztof_Rx,The road to Damascus,,,0,0,0,0,31,0,2024-10-31 01:58:37,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4117,"@wonkizgirl amg eu sou magra pra porra, nao comi hoje KKKKKKK eu to pedindo tb",https://x.com/_lenabyhee/status/1851800210336292957,tweet,lena fever da silva,@_lenabyhee,,@wonkizgirl,,0,0,0,0,8,0,2024-10-30 18:35:49,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4118,":

1. TB has two forms: Latent TB (asymptomatic, non-contagious) and Active TB (symptomatic, contagious).

2. Symptoms of Active TB include persistent cough, chest pain, coughing up blood, fever, night sweats, fatigue, and weight loss.

3. TB is treatable with antibiotics, but requires a specific long-term regimen; seek medical attention if symptoms persist.

Seek medical advice for proper diagnosis and treatment.",https://x.com/fatoomtyzarah/status/1851744708516810768,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@mie_maryerm,,0,0,0,0,15,0,2024-10-30 14:55:16,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4119,"1. TB has two forms: Latent TB (asymptomatic, non-contagious) and Active TB (symptomatic, contagious).

2. Symptoms of Active TB include persistent cough, chest pain, coughing up blood, fever, night sweats, fatigue, and weight loss.

3. TB is treatable with antibiotics, but requires a specific long-term regimen; seek medical attention if symptoms persist.

Seek medical advice for proper diagnosis and treatment.",https://x.com/fatoomtyzarah/status/1851744622504009751,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Mahmud_wazeeree,,0,0,0,0,11,0,2024-10-30 14:54:56,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4120,"Tuberculosis (TB) symptoms:

Persistent cough, chest pain, coughing up blood
Fever, night sweats, fatigue, unexplained weight loss
Seek medical attention if TB is suspected
Early diagnosis and treatment crucial for recovery
Prompt care can prevent complications and transmission.

Note: Consult a healthcare professional if symptoms persist.",https://x.com/fatoomtyzarah/status/1851743626914672651,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Ibrahim_s_ahmad,,0,0,0,0,17,0,2024-10-30 14:50:59,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4121,"Tuberculosis (TB) symptoms:

Persistent cough, weight loss, night sweats
Fever, fatigue, and general weakness
Early detection crucial for effective treatment
Consult a healthcare professional if symptoms persist.

Note: TB is treatable with antibiotics, but prompt medical attention is essential.",https://x.com/fatoomtyzarah/status/1851743202803331281,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Itz_zayyad1,,0,0,0,0,13,0,2024-10-30 14:49:17,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4122,"Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis.

Symptoms of active TB:

1. Persistent cough (lasting >3 weeks) with sputum/blood
2. Chest pain (worsening with breathing/coughing)
3. Fatigue, weight loss, and general weakness
4. Fever, night sweats, and chills
5. Shortness of breath (progressive difficulty breathing)

Note: Early detection and treatment crucial for recovery.",https://x.com/fatoomtyzarah/status/1851742869721079852,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@abdoulllmuhd,,0,0,0,0,23,0,2024-10-30 14:47:58,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4123,"@Zayyad_a_yaxeed Tuberculosis (TB) symptoms:

Lasting cough, chest discomfort
Fever, night sweats, fatigue
Weight loss, general weakness
Timely detection aids effective treatment.

Seek medical attention if symptoms persist!",https://x.com/fatoomtyzarah/status/1851742670068064750,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Zayyad_a_yaxeed,,0,0,0,0,27,0,2024-10-30 14:47:10,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4124,"@Baffffa Tuberculosis (TB) symptoms:

Persistent cough, fever, weight loss
Night sweats, fatigue, general weakness
Coughing up blood or phlegm (in severe cases)
Early detection crucial for effective treatment.

Thank you for sharing!",https://x.com/fatoomtyzarah/status/1851742531987607733,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Baffffa,,1,0,0,1,20,0,2024-10-30 14:46:37,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4125,"Tuberculosis (TB) symptoms:

Persistent cough with phlegm/blood, weight loss, night sweats
Fever, fatigue, chest pain, shortness of breath
Primarily affects lungs, but can impact other areas
Localized symptoms vary (e.g., kidney, spine, or brain involvement).

Note: Consult a healthcare professional if symptoms persist or worsen.

Would you like info on TB diagnosis, treatment, or prevention?",https://x.com/fatoomtyzarah/status/1851742316861833408,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@fahad__yd,,0,0,0,0,16,0,2024-10-30 14:45:46,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4126,"Tuberculosis (TB) symptoms:

Persistent cough, chest pain, fever, night sweats
Fatigue, weight loss, and general weakness
Early detection crucial for effective treatment
Prompt medical attention essential for recovery.

Note: If symptoms persist or worsen, consult a healthcare professional.

Would you like info on TB testing, diagnosis, or prevention?",https://x.com/fatoomtyzarah/status/1851742148598575484,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@thedudeYusuph,,0,0,0,0,15,0,2024-10-30 14:45:06,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4127,"Active Tuberculosis (TB) symptoms:

Persistent cough (>3 weeks) with mucus/blood
Chest pain, worsening with breathing/coughing
Shortness of breath (progressive difficulty breathing)
Additional symptoms: fatigue, weight loss, night sweats, fever.

Note: Seek medical attention if symptoms persist or worsen.

Would you like info on TB diagnosis, treatment, or prevention?",https://x.com/fatoomtyzarah/status/1851742003328889276,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@Ahmerd_yaroo,,0,0,0,0,14,0,2024-10-30 14:44:31,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4128,"Active Tuberculosis (TB) symptoms include:

Persistent cough (3+ weeks) with phlegm production
Chest pain, worsening with coughing or breathing
Fatigue and general weakness
Additional symptoms: weight loss, night sweats, fever, chills.

Note: Latent TB has no symptoms, but can progress to active TB without treatment.

Would you like more information on TB diagnosis or treatment?",https://x.com/fatoomtyzarah/status/1851741827524669481,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@ZahraKaita,,0,0,0,0,19,0,2024-10-30 14:43:50,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4129,"@fatoomtyzarah Tuberculosis (TB) symptoms include a persistent cough with phlegm or blood, weight loss, night sweats, fever, fatigue, chest pain, and shortness of breath, primarily affecting the lungs but potentially impacting other body parts with corresponding localized symptoms.",https://x.com/fahad__yd/status/1851708273793040587,tweet,Uncle Fahad,@fahad__yd, Abuja,@fatoomtyzarah,,1,0,0,1,29,0,2024-10-30 12:30:30,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4130,"@fatoomtyzarah Common symptoms of tuberculosis (TB) include a persistent cough, chest pain, coughing up blood, fever, night sweats, fatigue, and unexplained weight loss. It's important to seek medical attention if TB is suspected.",https://x.com/Ibrahim_s_ahmad/status/1851706995788910712,tweet,ibro✨💫,@Ibrahim_s_ahmad,,@fatoomtyzarah,,1,0,0,1,20,0,2024-10-30 12:25:25,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4131,@lpnwephm0599968 He has a mild fever.,https://x.com/joteo7tb259551/status/1851596993056969164,tweet,joteo7tb2,@joteo7tb259551,,@lpnwephm0599968,,0,0,0,0,-,0,2024-10-30 05:08:18,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4132,"Contact your doctor 👩🏾‍⚕️👨🏾‍⚕️ if

🫁 you have symptoms like cough, fever and weight loss
🫁 are a close contact of a TB patient, or
🫁 belong to a high risk group

Remember #tuberculosis is curable. https://t.co/olbwgqcyZn",https://x.com/WHOSEARO/status/1851533497565118507,tweet,World Health Organization South-East Asia,@WHOSEARO,"New Delhi, India",,#tuberculosis,0,0,3,9,532,0,2024-10-30 00:56:00,https://pbs.twimg.com/media/GbHqKbTW0AAC3f6.jpg,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4133,panic! at the disco performing a fever you can’t sweat out in full? girl that’s a cover band,https://x.com/tayIorisabitch/status/1851471899718525241,tweet,tb,@tayIorisabitch,"austin, tx",,,1,0,1,5,140,0,2024-10-29 20:51:14,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4134,@WONPH0BIC vai la e beija eles tb ue,https://x.com/_lenabyhee/status/1851358727888130386,tweet,lena fever da silva,@_lenabyhee,,,,1,0,0,0,15,0,2024-10-29 13:21:31,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4135,@thereidout @Vegalteno Border Czar Kamal has brought us .. measles - mumps - scabies - malaria - yellow fever - diphtheria - dengue - TB - AIDS - typhus - hep A - chicken pox - flu - syphilis - zika - swine flu - enterovirus D68 .. coming to a school near you https://t.co/JrDsGesJkv,https://x.com/GregHutsun/status/1851328297709490618,tweet,greg hutsun,@GregHutsun,Jax,"@thereidout,@Vegalteno",,0,0,0,0,76,0,2024-10-29 11:20:36,https://pbs.twimg.com/tweet_video_thumb/GbE9RcWWkAAM5po.jpg,https://video.twimg.com/tweet_video/GbE9RcWWkAAM5po.mp4,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4136,@shinsukez TB TO C AGUA NA BOCA AQ MAS VOU FICAR SO NA VONTADE,https://x.com/izurukmukura/status/1851292496409587797,tweet,fever,@izurukmukura,,@shinsukez,,0,0,0,0,9,0,2024-10-29 08:58:21,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4137,"@Adityakrsaha Don't know why people are taking this so lightly and not criticizing GG here, nhi toh jis baat me criticism nhi Krna hota tb ghus jate hai. Stars were aligned to play him in 3rd T20I, but so called fever. WoW ..",https://x.com/PrathameshDava7/status/1851209241446764720,tweet,Prathamesh Davande,@PrathameshDava7,,@Adityakrsaha,,0,0,0,1,308,0,2024-10-29 03:27:31,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4138,"@schowardjd Papulopustular lesions spread over the chest and back. My ddx
- Acneiform eruptions (is the patient on any medications [Drug induced acne]? Steroids, androgens,anti TB regimen?)
-Eosinophilic folliculitis (HIV status?Fever?)
-AGEP?
-Gram - folliculitis? Bathtub folliculitis
-GPP",https://x.com/4donjohn/status/1851198198905233542,tweet,John Njoroge,@4donjohn,,@schowardjd,,1,0,4,53,16025,25,2024-10-29 02:43:38,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4139,"残り1

PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット
座席権利",https://x.com/kO3uaTb0gm85210/status/1851089147156709747,tweet,®️,@kO3uaTb0gm85210,,,,0,0,0,0,2175,0,2024-10-28 19:30:18,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4140,"PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット

譲 昼公演 C-D列　1連　座席権利

ご自身でチケットお持ちの方のみ
サイト通し
サイト手数料ご負担頂きます

金額提示の上DMお待ちしております",https://x.com/kO3uaTb0gm85210/status/1851082428405989768,tweet,®️,@kO3uaTb0gm85210,,,,0,0,0,0,950,0,2024-10-28 19:03:37,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4141,"PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット

譲 昼公演 K-L列　 1連　座席権利

ご自身でチケットお持ちの方のみ
サイト通し
サイト手数料ご負担いただきます

金額提示の上DMお待ちしております",https://x.com/kO3uaTb0gm85210/status/1851082026990125472,tweet,®️,@kO3uaTb0gm85210,,,,0,0,0,0,847,0,2024-10-28 19:02:01,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4142,"criança q muda de pack sem parar ngm vai te reconhecer, achei q vc ia me dar vacuo mas ate agora ta me aguentando💗, eu gosto mto de vc eu juro q te via na tml ano passado entao eu sempre quis conversar com vc puta desgracada, me responde na hora odeio esperar tb😾",https://x.com/_lenabyhee/status/1851078861171126605,tweet,lena fever da silva,@_lenabyhee,,,,1,0,0,0,69,0,2024-10-28 18:49:26,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4143,@rikiscrush nao eh a portal mas ela tb eh uma canalha KKKKKKKKKKKK,https://x.com/_lenabyhee/status/1851077636027560074,tweet,lena fever da silva,@_lenabyhee,,@rikiscrush,,1,0,0,0,78,0,2024-10-28 18:44:34,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4144,"残り1

PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット",https://x.com/kO3uaTb0gm85210/status/1851073120528171262,tweet,®️,@kO3uaTb0gm85210,,,,0,0,0,0,1410,0,2024-10-28 18:26:37,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4145,"@OurKingWilliam @mishicothigh @Jacks1961 @rhonda_sd @kmfbd1 @chelgers1690 @moniqueljordaan @KratzUncanceled @orangecounty921 @BZ764 @a_meadowsweet @DukeJuke11 @Fishy91111807 @MrPrecedent @louisalong11873 @clancy_boom @DrSilkman @JohnWilliamFau2 @Case1034521625 @Presumed_Guilty @AveryWave80194 @LaurasBlue @7pairsofpanties @DriA652289 @Filesxxx @Mysticjynx @Darksid12964881 @goldyfinchy @TB_Bucs_4Life @KellyPe44814546 @TManitowoc @sappercop2003 @foulplayteam @JButing @workwithkz @FBI @WisDOJ @GovEvers @netflix @HenburyAve Why do you have a fever?

It’s possible if you’re an imbecile parroting Ken.

I’m sure Harry would get it.",https://x.com/lisamt75/status/1851064068347740630,tweet,Lisa Thompson,@lisamt75,Victoria,"@OurKingWilliam,@mishicothigh,@Jacks1961,@rhonda_sd,@kmfbd1,@chelgers1690,@moniqueljordaan,@KratzUncanceled,@orangecounty921,@BZ764,@a_meadowsweet,@DukeJuke11,@Fishy91111807,@MrPrecedent,@louisalong11873,@clancy_boom,@DrSilkman,@JohnWilliamFau2,@Case1034521625,@Presumed_Guilty,@AveryWave80194,@LaurasBlue,@7pairsofpanties,@DriA652289,@Filesxxx,@Mysticjynx,@Darksid12964881,@goldyfinchy,@TB_Bucs_4Life,@KellyPe44814546,@TManitowoc,@sappercop2003,@foulplayteam,@JButing,@workwithkz,@FBI,@WisDOJ,@GovEvers,@netflix,@HenburyAve",,1,0,0,2,114,0,2024-10-28 17:50:39,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4146,"INCOMING THIS HOLIDAY SEASON TO YOUR HOME AND TABLE. 
COVID CLOT SARS
FLU 
RSV
TB
MEASLES
VALLEY FEVER
CANDIDA AURIS
AUTOIMMUNITY
LOW T CELL COUNTS
ANEMIA
CANCER
HEART ATTACKS
BRAIN DAMAGE
DEMENTIA
LONG BLOOD CLOT SARS
COFFIN",https://x.com/69ydaLpmiP/status/1850982147407974855,tweet,Stephanie.,@69ydaLpmiP,Gaia,,,0,0,0,1,39,0,2024-10-28 12:25:08,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4147,@lawzite EU AMO MT TBBBB GOSTO DEMAIS DA TSURUMI TB ACHO HIT,https://x.com/izurukmukura/status/1850976344101834802,tweet,fever,@izurukmukura,,@lawzite,,0,0,0,0,11,0,2024-10-28 12:02:04,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4148,"@1goodtern I read Micah’s story and it reminded me of the stories about children dying in the 1920s and 1930s I heard from older relatives: small children simply drifting away… after having measles, diphtheria or scarlet fever, pneumonia or sepsis… then there was the TB and the polio.",https://x.com/krsxyz/status/1850970457383571848,tweet,Karen Whelan,@krsxyz,,@1goodtern,,0,0,0,3,63,0,2024-10-28 11:38:41,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4149,"PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット

譲 昼公演 C-D列　2連　座席権利

ご自身でチケットお持ちの方のみ
サイト通し
サイト手数料ご負担頂きます

金額提示の上DMお待ちしております",https://x.com/kO3uaTb0gm85210/status/1850925222909915395,tweet,®️,@kO3uaTb0gm85210,,,,0,1,0,2,3148,1,2024-10-28 08:38:56,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4150,"PSYCHIC FEVER OFFICIAL FAN CLUB EVENT 2024 -Dream ForEVER-
サイフィ FCイベ ファンミ チケット

譲 昼公演 K-L列　 2連　座席権利

ご自身でチケットお持ちの方のみ
サイト通し
サイト手数料ご負担いただきます

金額提示の上DMお待ちしております",https://x.com/kO3uaTb0gm85210/status/1850924934903763009,tweet,®️,@kO3uaTb0gm85210,,,,1,1,0,0,1955,0,2024-10-28 08:37:47,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4151,"#Fever organization is wrong for this, but onward to better for you.",https://x.com/SenrabG/status/1850730636530552948,tweet,TB,@SenrabG,,,#Fever,0,0,0,5,432,0,2024-10-27 19:45:43,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4152,@ac1dray AQUI TB ESTAMOS,https://x.com/izurukmukura/status/1850730552732582288,tweet,fever,@izurukmukura,,@ac1dray,,0,0,0,1,9,0,2024-10-27 19:45:23,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4153,"@btg_68 @YakkStack Lot of Scarlett fever, tb and small pox then. Many children of all backgrounds died.",https://x.com/Rosiedell/status/1850714337738146258,tweet,Rose,@Rosiedell,"Wetaskiwin County No. 10, Alberta","@btg_68,@YakkStack",,0,0,0,1,9,0,2024-10-27 18:40:57,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
4154,@sunghoontetinhs quotaram esse post tb,https://x.com/_lenabyhee/status/1850703412486160577,tweet,lena fever da silva,@_lenabyhee,,@sunghoontetinhs,,1,0,0,0,61,0,2024-10-27 17:57:32,,,TwiBot-undefined-20241103_060641.csv,2024-11-04 06:06:24.793795
